s,trip_seconds,trip_miles,fare,tips,tolls,trip_total,payment_type
568,120.0,0.5,4.25,0.0,0.0,5.25,0
569,1020.0,3.4,13.0,3.25,0.0,16.25,1
570,600.0,0.0,7.5,0.0,0.0,7.5,0
571,1560.0,2.2,14.25,0.0,0.0,14.25,0
572,0.0,0.0,5.5,0.5,0.0,6.0,1
573,300.0,0.8,5.75,0.0,0.0,5.75,0
574,660.0,2.2,9.0,2.0,0.0,11.0,1
575,660.0,2.0,8.65,0.0,0.0,9.65,0
576,1380.0,6.4,19.5,0.0,0.0,19.5,0
577,1200.0,3.3,13.0,0.0,0.0,13.0,0
578,2880.0,18.0,45.5,0.0,0.0,45.5,0
579,780.0,3.8,12.75,0.0,0.0,12.75,0
580,60.0,0.0,3.25,0.0,0.0,3.25,0
581,840.0,1.2,9.0,0.0,0.0,10.0,0
582,480.0,2.5,9.25,1.0,0.0,10.25,1
583,360.0,1.5,7.0,2.0,0.0,10.5,1
584,300.0,0.8,5.75,0.0,0.0,6.75,0
585,240.0,0.0,5.25,2.0,0.0,7.25,1
586,1080.0,8.9,24.5,0.0,0.0,24.5,0
587,420.0,0.4,5.75,0.0,0.0,5.75,0
588,840.0,5.0,15.0,3.0,0.0,18.0,1
589,480.0,1.0,6.5,0.0,0.0,6.5,0
590,600.0,2.8,10.5,2.1,0.0,12.6,1
591,180.0,0.0,4.75,0.0,0.0,4.75,0
592,420.0,0.0,6.75,0.0,0.0,6.75,0
593,1260.0,0.0,43.25,7.0,0.0,54.25,1
594,360.0,1.1,6.25,2.0,0.0,8.25,1
595,240.0,0.6,5.0,0.0,0.0,5.0,0
596,420.0,1.5,7.5,0.0,0.0,7.5,0
597,180.0,0.3,4.0,2.0,0.0,8.0,1
598,780.0,0.1,10.75,3.25,0.0,14.0,1
599,900.0,8.5,22.75,0.0,0.0,22.75,0
600,0.0,0.0,6.25,1.56,0.0,7.81,1
601,420.0,0.5,5.75,0.0,0.0,8.25,0
602,480.0,0.8,6.25,0.0,0.0,6.25,1
603,120.0,0.5,4.5,0.0,0.0,4.5,0
604,1080.0,0.2,15.0,3.0,0.0,18.0,1
605,420.0,1.1,6.25,0.0,0.0,8.28,0
606,720.0,1.3,8.5,2.0,0.0,10.5,1
607,1140.0,0.5,22.25,4.45,0.0,26.7,1
608,240.0,0.9,5.75,2.0,0.0,7.75,1
609,0.0,0.0,3.25,0.0,0.0,24.25,0
610,480.0,2.7,8.85,0.0,0.0,10.85,0
611,1380.0,0.5,21.85,0.0,0.0,21.85,0
612,300.0,0.0,5.5,2.0,0.0,7.5,1
613,300.0,0.8,6.0,0.0,0.0,6.0,0
614,480.0,0.0,6.25,0.0,0.0,6.25,0
615,0.0,0.0,49.0,7.0,0.0,56.0,1
616,660.0,0.0,11.5,0.0,0.0,12.5,0
617,0.0,0.0,12.5,2.5,0.0,15.0,1
618,240.0,1.4,6.5,2.0,0.0,9.5,1
619,2460.0,14.3,32.25,0.0,0.0,34.25,0
620,0.0,0.0,3.25,0.0,0.0,3.25,2
621,0.0,0.0,8.0,1.6,0.0,9.6,1
622,360.0,0.7,5.75,0.0,0.0,5.75,0
623,5820.0,0.0,34.5,0.0,0.0,34.5,0
624,360.0,0.0,7.25,0.0,0.0,8.75,0
625,360.0,0.0,5.75,1.0,0.0,6.75,1
626,360.0,1.8,7.75,0.0,0.0,8.75,0
627,240.0,1.0,5.75,0.0,0.0,5.75,0
628,720.0,2.3,10.25,2.35,0.0,14.1,1
629,2580.0,0.8,36.75,0.0,0.0,36.75,0
630,1380.0,17.7,43.25,9.45,0.0,56.7,1
631,300.0,0.0,5.25,0.0,0.0,6.75,0
632,1440.0,1.0,43.25,0.0,0.0,47.25,0
633,240.0,0.0,5.5,0.0,0.0,5.5,0
634,600.0,0.0,8.25,2.0,0.0,10.25,1
635,240.0,1.1,6.0,2.0,0.0,10.0,1
636,1320.0,18.4,45.5,0.0,0.0,45.5,0
637,1560.0,12.8,33.5,0.0,0.0,37.5,0
638,0.0,1.0,5.25,0.0,0.0,5.75,0
639,360.0,0.7,5.5,2.0,0.0,7.5,1
640,0.0,0.0,3.25,0.0,0.0,3.25,0
641,360.0,0.8,6.0,0.0,0.0,6.0,0
642,0.0,0.0,3.25,0.0,0.0,3.25,0
643,600.0,0.0,10.5,9.0,0.0,19.5,1
644,300.0,0.8,5.5,2.0,0.0,7.5,1
645,0.0,0.0,7.75,1.55,0.0,9.3,1
646,480.0,1.6,7.75,2.0,0.0,10.75,1
647,360.0,0.0,6.25,0.0,0.0,6.25,0
648,660.0,3.1,11.0,2.0,0.0,13.0,1
649,720.0,4.2,13.25,2.65,0.0,15.9,1
650,2340.0,8.71,28.25,0.0,0.0,28.25,0
651,2100.0,13.5,35.5,0.0,0.0,37.5,0
652,840.0,6.0,17.5,0.0,0.0,18.5,0
653,720.0,0.0,12.5,2.0,0.0,14.5,1
654,360.0,1.2,6.5,0.0,0.0,6.5,0
655,0.0,0.0,16.0,3.2,0.0,19.2,1
656,720.0,2.2,9.75,0.0,0.0,11.75,0
657,360.0,0.9,6.0,0.0,0.0,7.0,0
658,1440.0,4.1,20.25,4.05,0.0,24.3,1
659,240.0,0.9,5.75,2.0,0.0,7.75,1
660,1140.0,7.6,21.75,0.0,0.0,21.75,2
661,1380.0,17.9,44.25,6.0,0.0,54.25,1
662,600.0,4.2,13.25,0.0,0.0,13.25,0
663,600.0,2.5,9.5,0.0,0.0,9.5,0
664,300.0,0.4,4.65,0.0,0.0,6.15,0
665,180.0,0.7,5.0,0.0,0.0,7.0,0
666,780.0,3.2,11.75,0.0,0.0,11.75,0
667,900.0,4.8,15.5,3.1,0.0,18.6,1
668,840.0,0.0,8.75,0.0,0.0,9.75,0
669,300.0,1.4,6.75,0.0,0.0,6.75,0
670,0.0,0.0,6.25,1.25,0.0,7.5,1
671,600.0,3.3,11.25,0.0,0.0,11.25,0
672,300.0,1.0,6.0,1.0,0.0,7.0,1
673,840.0,2.11,10.25,0.0,0.0,10.25,0
674,0.0,0.0,50.0,0.0,0.0,50.0,1
675,0.0,0.0,10.25,3.08,0.0,13.33,1
676,720.0,1.5,8.5,0.0,0.0,10.0,0
677,420.0,1.2,6.25,0.0,0.0,6.25,0
678,300.0,0.6,5.5,2.0,0.0,7.5,1
679,2340.0,0.0,16.25,0.0,0.0,16.25,0
680,540.0,1.3,7.25,2.0,0.0,9.25,1
681,480.0,0.0,8.0,1.0,0.0,9.0,1
682,60.0,0.2,3.75,1.0,0.0,5.75,1
683,840.0,1.4,9.0,2.0,0.0,12.5,1
684,240.0,1.1,5.75,0.0,0.0,5.75,0
685,720.0,6.8,18.75,0.0,0.0,18.75,1
686,300.0,1.3,6.5,0.0,0.0,6.5,0
687,900.0,2.2,10.5,0.0,0.0,11.5,0
688,120.0,0.0,4.25,0.0,0.0,4.25,0
689,480.0,1.5,7.5,0.0,0.0,8.5,0
690,600.0,1.3,7.25,0.0,0.0,8.25,0
691,780.0,6.04,17.5,5.75,0.0,28.75,1
692,600.0,1.3,8.0,2.0,0.0,10.0,1
693,480.0,0.0,11.0,2.2,0.0,13.2,1
694,480.0,140.0,7.5,0.0,0.0,8.5,0
695,0.0,0.0,3.25,0.0,0.0,3.25,0
696,0.0,0.0,5.75,1.73,0.0,7.48,1
697,180.0,0.5,4.5,0.0,0.0,4.5,0
698,600.0,0.0,7.5,0.0,0.0,7.5,0
699,0.0,0.0,7.75,1.55,0.0,9.3,1
700,1140.0,0.8,33.25,6.65,0.0,39.9,1
701,60.0,0.2,3.5,0.0,0.0,3.5,0
702,480.0,0.8,6.05,3.0,0.0,9.05,1
703,480.0,2.9,10.0,2.0,0.0,12.0,1
704,1680.0,13.8,36.5,0.0,0.0,37.5,0
705,540.0,1.8,8.5,0.0,0.0,8.5,0
706,300.0,0.6,5.5,1.0,0.0,7.5,1
707,120.0,0.0,4.25,0.0,0.0,4.25,0
708,420.0,1.5,7.0,2.0,0.0,9.0,1
709,0.0,0.0,49.25,9.85,0.0,59.1,1
710,780.0,0.0,10.0,1.3,0.0,11.3,1
711,480.0,0.0,7.0,0.0,0.0,7.0,0
712,1080.0,4.2,14.5,0.0,0.0,14.5,0
713,660.0,2.0,9.25,2.0,0.0,11.25,1
714,480.0,0.0,9.65,1.5,0.0,11.15,1
715,60.0,0.2,3.75,0.0,0.0,3.75,0
716,300.0,0.0,6.75,2.0,0.0,10.25,1
717,780.0,6.24,18.0,4.5,0.0,22.5,1
718,300.0,0.8,5.75,1.0,0.0,7.75,1
719,0.0,0.0,0.0,0.0,0.0,0.0,0
720,840.0,3.6,10.45,0.0,0.0,10.45,0
721,1320.0,5.6,17.5,0.0,0.0,17.5,0
722,660.0,0.2,13.25,2.65,0.0,15.9,1
723,300.0,1.2,6.5,0.0,0.0,6.5,0
724,1020.0,4.6,15.0,4.8,0.0,20.8,1
725,0.0,0.0,46.0,13.8,0.0,59.8,1
726,480.0,0.6,6.25,0.0,0.0,6.25,0
727,480.0,1.4,7.5,2.0,0.0,9.5,1
728,360.0,1.3,7.0,0.0,0.0,7.0,0
729,1080.0,7.1,20.0,4.0,0.0,24.0,1
730,660.0,2.5,10.0,0.0,0.0,10.0,0
731,120.0,0.0,4.25,1.0,0.0,5.25,1
732,300.0,0.0,6.0,0.0,0.0,6.0,0
733,540.0,0.6,6.75,0.0,0.0,6.75,0
734,360.0,0.9,6.0,1.0,0.0,7.0,1
735,360.0,0.9,5.65,0.0,0.0,5.65,0
736,360.0,1.1,6.5,0.0,0.0,6.5,0
737,780.0,1.1,8.0,0.0,0.0,8.0,0
738,840.0,8.3,20.5,4.0,1.5,30.0,1
739,660.0,3.0,11.0,0.0,0.0,12.0,0
740,900.0,0.1,10.75,0.0,0.0,11.75,0
741,300.0,1.1,6.0,2.0,0.0,9.0,1
742,960.0,3.1,12.0,2.0,0.0,14.0,1
743,480.0,0.0,7.5,0.0,0.0,7.5,0
744,660.0,5.9,17.25,3.45,0.0,20.7,1
745,360.0,0.1,7.5,2.0,0.0,9.5,1
746,600.0,5.3,16.0,0.0,0.0,16.0,0
747,1020.0,3.2,12.0,0.0,0.0,12.0,0
748,1320.0,2.0,12.75,0.0,0.0,13.75,0
749,1020.0,1.9,10.5,2.6,0.0,13.1,1
750,360.0,1.1,6.5,0.0,0.0,6.5,0
751,300.0,0.0,5.75,0.0,0.0,7.75,0
752,360.0,0.5,5.5,2.0,0.0,7.5,1
753,0.0,0.0,5.5,1.1,0.0,6.6,1
754,420.0,1.4,7.25,0.0,0.0,7.25,0
755,1680.0,15.1,39.0,8.6,0.0,51.6,1
756,1080.0,1.6,11.0,0.0,0.0,11.0,0
757,300.0,0.7,5.75,0.0,0.0,5.75,0
758,4140.0,15.8,44.25,5.44,0.0,53.69,1
759,240.0,1.0,5.75,1.0,0.0,6.75,1
760,540.0,2.4,9.25,3.0,0.0,12.25,1
761,120.0,0.4,4.25,0.0,0.0,4.25,0
762,900.0,1.41,10.0,0.0,0.0,10.0,0
763,240.0,0.0,5.25,1.0,0.0,6.25,1
764,240.0,0.0,5.25,0.0,0.0,5.25,0
765,480.0,1.4,7.75,2.0,0.0,9.75,1
766,180.0,0.8,5.25,0.0,0.0,5.25,0
767,1140.0,0.5,23.75,4.75,0.0,28.5,1
768,180.0,0.0,4.65,0.0,0.0,4.65,0
769,360.0,0.9,6.0,1.0,0.0,7.0,1
770,120.0,0.5,4.25,0.0,0.0,6.75,0
771,720.0,0.2,11.5,0.0,0.0,11.5,0
772,1980.0,17.8,43.25,5.0,0.0,50.25,1
773,960.0,3.5,13.0,0.0,0.0,13.0,1
774,540.0,1.6,8.25,1.0,0.0,9.25,1
775,660.0,0.0,14.5,2.9,0.0,17.4,1
776,840.0,3.4,12.0,0.0,0.0,12.0,0
777,780.0,4.6,14.25,2.85,0.0,17.1,1
778,180.0,0.7,5.0,2.0,0.0,7.0,1
779,360.0,1.4,6.75,0.0,0.0,6.75,0
780,900.0,6.7,19.0,3.8,0.0,22.8,1
781,1680.0,11.1,30.75,0.0,0.0,30.75,0
782,540.0,0.0,7.0,0.0,0.0,7.0,0
783,600.0,0.1,8.25,0.0,0.0,8.25,0
784,0.0,0.0,12.0,3.0,0.0,15.0,1
785,300.0,0.0,6.0,0.0,0.0,6.0,0
786,780.0,0.1,9.25,2.0,0.0,11.25,1
787,480.0,0.1,10.5,2.6,0.0,13.1,1
788,0.0,0.0,7.0,1.4,0.0,8.4,1
789,300.0,0.5,5.25,2.0,0.0,7.25,1
790,360.0,1.0,6.25,0.0,0.0,6.25,0
791,0.0,0.0,6.5,1.3,0.0,7.8,1
792,360.0,1.3,6.75,3.0,0.0,10.75,1
793,600.0,3.9,12.75,2.75,0.0,16.5,1
794,720.0,0.0,11.5,0.0,0.0,11.5,0
795,300.0,0.5,5.5,0.0,0.0,5.5,0
796,180.0,0.6,4.75,0.0,0.0,4.75,0
797,180.0,1.0,5.75,0.0,0.0,5.75,0
798,300.0,1.5,7.0,2.0,0.0,9.0,1
799,780.0,1.0,8.0,0.0,0.0,9.0,0
800,360.0,1.4,7.0,1.0,0.0,8.0,1
801,0.0,0.0,9.0,2.25,0.0,11.25,1
802,0.0,0.0,50.0,5.0,0.0,55.0,1
803,180.0,0.3,4.5,0.0,0.0,5.5,0
804,300.0,0.0,5.75,0.0,0.0,7.25,0
805,360.0,1.0,6.25,2.0,0.0,8.25,1
806,420.0,0.1,7.75,1.25,0.0,9.0,1
807,0.0,0.0,7.25,1.0,0.0,8.25,1
808,1680.0,17.7,44.25,11.05,0.0,55.3,1
809,540.0,1.5,7.75,0.0,0.0,7.75,0
810,780.0,3.1,11.75,2.0,0.0,14.75,1
811,960.0,4.4,15.0,0.0,0.0,16.0,0
812,300.0,0.0,6.25,2.0,0.0,8.25,1
813,360.0,0.9,5.85,0.0,0.0,8.35,0
814,780.0,3.5,12.25,0.0,0.0,12.25,0
815,240.0,0.4,4.75,0.0,0.0,5.75,0
816,420.0,0.9,6.5,0.0,0.0,6.5,0
817,420.0,1.2,6.75,0.0,0.0,6.75,0
818,480.0,1.7,7.75,2.0,0.0,10.75,1
819,420.0,1.8,8.0,0.0,0.0,8.0,0
820,660.0,2.2,9.5,2.0,0.0,11.5,1
821,180.0,0.5,4.75,0.0,0.0,4.75,0
822,300.0,1.1,6.25,0.0,0.0,6.25,0
823,720.0,1.6,8.75,0.0,0.0,8.75,2
824,480.0,1.7,7.5,1.0,0.0,8.5,1
825,180.0,0.7,5.0,0.0,0.0,5.0,0
826,1680.0,0.4,22.0,0.0,0.0,22.0,0
827,1500.0,1.4,11.75,2.35,0.0,14.1,1
828,420.0,1.1,6.5,2.0,0.0,8.5,1
829,180.0,0.8,5.25,0.0,0.0,6.25,0
830,240.0,0.8,5.5,3.0,0.0,8.5,1
831,1860.0,15.3,40.5,7.0,0.0,51.5,1
832,120.0,0.5,4.25,2.0,0.0,7.25,1
833,0.0,0.0,11.75,2.35,0.0,14.1,1
834,480.0,2.1,8.25,0.0,0.0,9.25,0
835,780.0,2.6,10.75,0.0,0.0,11.75,0
836,1740.0,1.1,45.5,7.0,0.0,56.0,1
837,1140.0,4.0,14.0,0.0,0.0,15.0,0
838,1620.0,16.7,41.5,0.0,0.0,45.5,0
839,0.0,0.0,3.25,0.0,0.0,5.25,0
840,300.0,1.0,6.0,0.0,0.0,6.0,0
841,2520.0,15.5,32.25,7.25,0.0,43.5,1
842,420.0,0.0,6.25,0.0,0.0,6.25,0
843,0.0,0.0,12.5,2.5,0.0,15.0,1
844,420.0,1.6,7.05,1.0,0.0,8.05,1
845,420.0,0.0,6.75,0.0,0.0,6.75,0
846,840.0,3.2,11.75,0.0,0.0,12.75,0
847,900.0,1.9,10.0,0.0,0.0,10.0,0
848,600.0,0.0,8.25,2.0,0.0,11.25,1
849,360.0,0.5,5.75,0.0,0.0,5.75,0
850,1800.0,17.8,44.0,9.6,0.0,57.6,1
851,1080.0,0.1,10.05,2.0,0.0,12.05,1
852,300.0,1.0,6.25,0.0,0.0,6.25,0
853,840.0,3.7,13.75,0.0,0.0,15.75,0
854,420.0,1.1,6.5,2.25,0.0,8.75,1
855,1620.0,14.5,36.75,7.95,0.0,47.7,1
856,900.0,2.1,10.25,2.0,0.0,12.25,1
857,360.0,1.3,6.5,0.0,0.0,7.5,0
858,2520.0,17.3,45.75,0.0,0.0,46.75,0
859,420.0,1.8,7.5,0.0,0.0,7.5,0
860,900.0,0.2,14.0,0.0,0.0,14.0,0
861,60.0,0.3,3.75,0.0,0.0,3.75,0
862,420.0,2.1,8.5,0.0,0.0,8.5,0
863,780.0,8.43,22.75,0.0,0.0,26.75,0
864,0.0,0.0,7.0,1.4,0.0,8.4,1
865,0.0,0.0,3.25,0.0,0.0,3.25,0
866,360.0,1.43,7.0,0.0,0.0,8.5,0
867,0.0,0.0,46.5,8.0,0.0,54.5,1
868,300.0,0.0,5.5,2.0,0.0,7.5,1
869,240.0,1.0,6.0,0.0,0.0,6.0,0
870,660.0,5.6,16.25,3.25,0.0,19.5,1
871,0.0,0.0,8.5,1.7,0.0,10.2,1
872,0.0,0.0,39.0,5.0,0.0,44.0,1
873,480.0,1.4,7.0,0.0,0.0,7.0,0
874,360.0,1.3,6.75,2.0,0.0,8.75,1
875,1860.0,11.0,30.75,7.0,0.0,39.75,1
876,360.0,0.0,5.5,0.0,0.0,5.5,0
877,240.0,0.6,5.25,2.0,0.0,8.75,1
878,1080.0,8.7,24.0,0.0,0.0,24.0,0
879,1140.0,5.7,17.75,0.0,0.0,17.75,0
880,360.0,0.8,5.75,0.0,0.0,6.75,0
881,1080.0,0.4,21.75,0.0,0.0,21.75,0
882,120.0,0.0,5.25,1.0,0.0,6.25,1
883,120.0,0.8,5.25,2.0,0.0,8.25,1
884,480.0,1.6,8.0,0.0,0.0,8.0,0
885,1200.0,13.9,35.0,0.0,0.0,42.0,0
886,1620.0,15.8,39.5,0.0,0.0,42.5,0
887,420.0,0.8,6.25,1.0,0.0,7.25,1
888,0.0,0.0,6.0,2.0,0.0,8.0,1
889,360.0,8.4,6.25,0.0,0.0,7.25,0
890,960.0,2.8,11.5,0.0,0.0,11.5,0
891,0.0,0.0,10.25,0.0,0.0,10.25,1
892,1140.0,10.0,27.0,0.0,0.0,27.0,0
893,2220.0,9.6,27.5,0.0,0.0,27.5,0
894,2880.0,27.1,66.5,5.0,0.0,77.5,1
895,1020.0,4.3,15.5,3.87,0.0,19.37,1
896,1620.0,15.1,38.0,5.0,0.0,48.0,1
897,240.0,0.8,5.5,1.0,0.0,7.5,1
898,300.0,0.0,5.75,0.0,0.0,5.75,0
899,360.0,0.0,6.0,0.0,0.0,7.0,0
900,360.0,1.1,6.25,0.0,0.0,6.25,0
901,480.0,1.2,7.0,2.0,0.0,9.0,1
902,0.0,0.0,3.25,0.0,0.0,3.25,0
903,2220.0,16.5,41.5,0.0,0.0,45.5,0
904,1380.0,15.6,38.0,0.0,1.5,62.5,1
905,840.0,1.4,9.25,0.0,0.0,11.25,1
906,240.0,0.0,4.75,0.0,0.0,4.75,0
907,300.0,0.9,5.75,2.0,0.0,7.75,1
908,540.0,5.4,15.5,0.0,0.0,15.5,0
909,240.0,0.0,5.25,1.0,0.0,6.25,1
910,120.0,0.5,4.25,0.0,0.0,4.25,0
911,0.0,0.0,13.0,0.0,0.0,13.0,1
912,180.0,0.0,5.0,1.0,0.0,6.0,1
913,480.0,1.8,7.25,0.0,0.0,7.25,0
914,3300.0,20.1,50.5,0.0,0.0,52.5,0
915,540.0,1.7,8.25,0.0,0.0,8.25,0
916,360.0,0.0,6.0,1.5,0.0,7.5,1
917,0.0,0.0,3.25,0.0,0.0,3.25,0
918,0.0,0.0,7.25,0.0,0.0,7.25,1
919,300.0,2.4,8.75,0.0,0.0,8.75,0
920,600.0,2.3,9.75,1.5,0.0,12.75,1
921,0.0,0.0,49.75,10.0,0.0,59.75,1
922,0.0,0.0,8.0,0.0,0.0,8.0,0
923,1500.0,7.7,22.0,5.4,0.0,32.4,1
924,1080.0,8.1,22.75,5.65,0.0,28.4,1
925,480.0,1.7,7.75,0.0,0.0,9.75,0
926,300.0,1.1,5.85,0.0,0.0,5.85,0
927,600.0,2.3,8.25,2.0,0.0,10.25,1
928,1500.0,11.1,29.0,5.8,0.0,34.8,1
929,840.0,3.3,12.5,1.5,0.0,14.0,1
930,600.0,2.6,9.25,2.0,0.0,12.75,1
931,1020.0,3.1,12.25,0.0,0.0,12.25,0
932,540.0,1.0,6.75,2.0,0.0,8.75,1
933,780.0,0.0,10.0,2.0,0.0,12.0,1
934,840.0,4.9,15.25,0.0,0.0,15.25,0
935,360.0,1.2,6.5,0.0,0.0,6.5,0
936,720.0,2.2,9.5,1.0,0.0,10.5,1
937,300.0,0.6,5.25,0.0,0.0,6.25,0
938,780.0,3.1,11.25,3.05,0.0,15.3,1
939,780.0,1.8,9.0,2.0,0.0,11.0,1
940,960.0,3.2,12.0,2.0,0.0,14.0,1
941,540.0,2.4,9.25,0.0,0.0,10.25,0
942,420.0,1.4,7.5,0.0,0.0,9.5,0
943,900.0,0.0,23.0,0.0,0.0,23.0,0
944,300.0,1.0,6.0,0.0,0.0,6.0,0
945,420.0,1.6,6.45,0.0,0.0,6.45,0
946,1020.0,8.8,19.65,4.1,0.0,24.75,1
947,0.0,0.0,3.25,0.0,0.0,3.25,0
948,240.0,0.6,5.0,0.0,0.0,5.0,0
949,420.0,1.5,7.25,0.0,0.0,8.75,0
950,1860.0,9.3,26.25,0.0,0.0,28.25,0
951,780.0,4.8,14.75,0.0,0.0,14.75,0
952,1080.0,2.5,12.0,0.0,0.0,12.0,0
953,1740.0,17.3,43.75,10.0,0.0,81.25,1
954,540.0,0.1,8.5,0.0,0.0,8.5,0
955,3060.0,24.4,64.75,0.0,0.0,103.75,1
956,180.0,0.5,4.5,3.0,0.0,7.5,1
957,180.0,0.5,4.5,1.0,0.0,5.5,1
958,420.0,1.0,6.25,0.0,0.0,7.25,0
959,1740.0,19.2,47.25,11.8,0.0,59.05,1
960,0.0,0.0,29.75,7.44,0.0,37.19,1
961,0.0,0.0,3.25,0.0,0.0,3.25,0
962,0.0,0.0,5.5,1.1,0.0,6.6,1
963,1020.0,4.4,13.75,1.0,0.0,16.75,1
964,180.0,0.0,5.5,0.0,0.0,5.5,0
965,540.0,0.0,8.0,1.22,0.0,9.22,1
966,300.0,0.0,5.5,0.0,0.0,5.5,0
967,780.0,2.4,9.75,0.0,0.0,9.75,0
968,600.0,5.0,14.75,2.95,0.0,17.7,1
969,0.0,0.0,3.25,0.0,0.0,3.25,0
970,780.0,2.7,11.0,1.5,0.0,12.5,1
971,360.0,1.5,7.0,0.0,0.0,7.0,0
972,300.0,0.4,5.25,0.0,0.0,5.25,0
973,0.0,0.0,5.75,1.0,0.0,6.75,1
974,480.0,0.0,7.5,0.0,0.0,7.5,0
975,2400.0,17.5,43.25,7.0,0.0,50.25,1
976,960.0,5.3,16.5,3.3,0.0,19.8,1
977,0.0,0.0,10.0,2.0,0.0,12.0,1
978,600.0,3.3,11.0,0.0,0.0,11.0,0
979,0.0,0.0,6.25,1.25,0.0,7.5,1
980,1620.0,17.4,43.75,10.0,0.0,57.75,1
981,720.0,2.1,9.25,0.0,0.0,9.25,0
982,300.0,0.0,6.75,0.0,0.0,6.75,0
983,900.0,0.1,11.5,0.0,0.0,12.5,0
984,420.0,1.0,6.5,0.0,0.0,6.5,0
985,1920.0,0.0,41.5,0.0,0.0,41.5,0
986,720.0,3.3,11.75,0.0,0.0,11.75,0
987,1920.0,16.9,41.75,9.15,0.0,54.9,1
988,540.0,1.5,7.75,2.0,0.0,10.75,1
989,600.0,1.0,7.75,0.0,0.0,7.75,0
990,360.0,0.0,5.5,0.0,0.0,5.5,0
991,480.0,1.7,8.0,2.0,0.0,11.0,1
992,660.0,0.0,11.75,0.0,0.0,11.75,0
993,240.0,0.0,5.75,2.0,0.0,7.75,1
994,240.0,0.5,5.25,0.0,0.0,5.25,0
995,1320.0,16.7,41.5,0.0,0.0,45.5,0
996,300.0,0.74,5.25,0.0,0.0,6.25,0
997,600.0,5.5,15.75,0.0,0.0,15.75,0
998,420.0,1.9,8.25,0.0,0.0,8.25,0
999,720.0,3.6,12.5,0.0,0.0,17.5,0
